offset,PCs In Normal Form,NEXTPc,Scale Degrees,file,Composer,Piece,Time Signature,Key,Mode,NEXTChord,PC1,SetClass,SetClassBigram,SDBigram
14,"[0, 4, 7]","[2, 5, 9]","[0, 4, 7]",schub.imp1,schub,b.imp1,"[4, 1, 0.5]",0,Major,"[2, 5, 9]",0,"[0, 4, 7]","[0, 4, 7]_2_[0, 3, 7]","[0, 4, 7]_[2, 5, 9]"
15,"[2, 5, 9]","[7, 11, 2]","[2, 5, 9]",schub.imp1,schub,b.imp1,"[4, 1, 0.5]",0,Major,"[7, 11, 2]",2,"[0, 3, 7]","[0, 3, 7]_5_[0, 4, 7]","[2, 5, 9]_[7, 11, 2]"
16,"[7, 11, 2]","[0, 4, 7]","[7, 11, 2]",schub.imp1,schub,b.imp1,"[4, 1, 0.5]",0,Major,"[0, 4, 7]",7,"[0, 4, 7]","[0, 4, 7]_5_[0, 4, 7]","[7, 11, 2]_[0, 4, 7]"
17,"[0, 4, 7]","[4, 7, 11]","[0, 4, 7]",schub.imp1,schub,b.imp1,"[4, 1, 0.5]",0,Major,"[4, 7, 11]",0,"[0, 4, 7]","[0, 4, 7]_4_[0, 3, 7]","[0, 4, 7]_[4, 7, 11]"
18,"[4, 7, 11]","[5, 9, 0]","[4, 7, 11]",schub.imp1,schub,b.imp1,"[4, 1, 0.5]",0,Major,"[5, 9, 0]",4,"[0, 3, 7]","[0, 3, 7]_1_[0, 4, 7]","[4, 7, 11]_[5, 9, 0]"
19,"[5, 9, 0]","[7, 11, 2]","[5, 9, 0]",schub.imp1,schub,b.imp1,"[4, 1, 0.5]",0,Major,"[7, 11, 2]",5,"[0, 4, 7]","[0, 4, 7]_2_[0, 4, 7]","[5, 9, 0]_[7, 11, 2]"
20,"[7, 11, 2]","[0, 4, 7]","[7, 11, 2]",schub.imp1,schub,b.imp1,"[4, 1, 0.5]",0,Major,"[0, 4, 7]",7,"[0, 4, 7]","[0, 4, 7]_5_[0, 4, 7]","[7, 11, 2]_[0, 4, 7]"
21,"[0, 4, 7]","[4, 7, 11]","[0, 4, 7]",schub.imp1,schub,b.imp1,"[4, 1, 0.5]",0,Major,"[4, 7, 11]",0,"[0, 4, 7]","[0, 4, 7]_4_[0, 3, 7]","[0, 4, 7]_[4, 7, 11]"
22,"[4, 7, 11]","[9, 0, 4]","[4, 7, 11]",schub.imp1,schub,b.imp1,"[4, 1, 0.5]",0,Major,"[9, 0, 4]",4,"[0, 3, 7]","[0, 3, 7]_5_[0, 3, 7]","[4, 7, 11]_[9, 0, 4]"
23,"[9, 0, 4]","[11, 2, 5]","[9, 0, 4]",schub.imp1,schub,b.imp1,"[4, 1, 0.5]",0,Major,"[11, 2, 5]",9,"[0, 3, 7]","[0, 3, 7]_2_[0, 3, 6]","[9, 0, 4]_[11, 2, 5]"
24,"[11, 2, 5]","[3, 7, 10]","[11, 2, 5]",schub.imp1,schub,b.imp1,"[4, 1, 0.5]",0,Major,"[3, 7, 10]",11,"[0, 3, 6]","[0, 3, 6]_4_[0, 4, 7]","[11, 2, 5]_[3, 7, 10]"
25,"[3, 7, 10]","[7, 11, 2]","[3, 7, 10]",schub.imp1,schub,b.imp1,"[4, 1, 0.5]",0,Major,"[7, 11, 2]",3,"[0, 4, 7]","[0, 4, 7]_4_[0, 4, 7]","[3, 7, 10]_[7, 11, 2]"
26,"[7, 11, 2]","[0, 4, 7]","[7, 11, 2]",schub.imp1,schub,b.imp1,"[4, 1, 0.5]",0,Major,"[0, 4, 7]",7,"[0, 4, 7]","[0, 4, 7]_5_[0, 4, 7]","[7, 11, 2]_[0, 4, 7]"
27,"[0, 4, 7]","[2, 5, 9]","[0, 4, 7]",schub.imp1,schub,b.imp1,"[4, 1, 0.5]",0,Major,"[2, 5, 9]",0,"[0, 4, 7]","[0, 4, 7]_2_[0, 3, 7]","[0, 4, 7]_[2, 5, 9]"
28,"[2, 5, 9]","[7, 11, 2]","[2, 5, 9]",schub.imp1,schub,b.imp1,"[4, 1, 0.5]",0,Major,"[7, 11, 2]",2,"[0, 3, 7]","[0, 3, 7]_5_[0, 4, 7]","[2, 5, 9]_[7, 11, 2]"
29,"[7, 11, 2]","[0, 4, 7]","[7, 11, 2]",schub.imp1,schub,b.imp1,"[4, 1, 0.5]",0,Major,"[0, 4, 7]",7,"[0, 4, 7]","[0, 4, 7]_5_[0, 4, 7]","[7, 11, 2]_[0, 4, 7]"
30,"[0, 4, 7]",x,"[0, 4, 7]",schub.imp1,schub,b.imp1,"[4, 1, 0.5]",0,Major,x,0,"[0, 4, 7]","[0, 4, 7]_11_[0, 3, 6]","[0, 4, 7]_[11, 2, 5]"
0,"[11, 2, 5]","[0, 4, 7]","[11, 2, 5]",schub.strio,schub,.strio,"[4, 1, 0.5]",0,Major,"[0, 4, 7]",11,"[0, 3, 6]","[0, 3, 6]_1_[0, 4, 7]","[11, 2, 5]_[0, 4, 7]"
1,"[0, 4, 7]","[11, 2, 5]","[0, 4, 7]",schub.strio,schub,.strio,"[4, 1, 0.5]",0,Major,"[11, 2, 5]",0,"[0, 4, 7]","[0, 4, 7]_11_[0, 3, 6]","[0, 4, 7]_[11, 2, 5]"
2,"[11, 2, 5]","[0, 4, 7]","[11, 2, 5]",schub.strio,schub,.strio,"[4, 1, 0.5]",0,Major,"[0, 4, 7]",11,"[0, 3, 6]","[0, 3, 6]_1_[0, 4, 7]","[11, 2, 5]_[0, 4, 7]"
3,"[0, 4, 7]","[11, 2, 5]","[0, 4, 7]",schub.strio,schub,.strio,"[4, 1, 0.5]",0,Major,"[11, 2, 5]",0,"[0, 4, 7]","[0, 4, 7]_11_[0, 3, 6]","[0, 4, 7]_[11, 2, 5]"
4,"[11, 2, 5]","[0, 4, 7]","[11, 2, 5]",schub.strio,schub,.strio,"[4, 1, 0.5]",0,Major,"[0, 4, 7]",11,"[0, 3, 6]","[0, 3, 6]_1_[0, 4, 7]","[11, 2, 5]_[0, 4, 7]"
5,"[0, 4, 7]","[1, 4, 8]","[0, 4, 7]",schub.strio,schub,.strio,"[4, 1, 0.5]",0,Major,"[1, 4, 8]",0,"[0, 4, 7]","[0, 4, 7]_1_[0, 3, 7]","[0, 4, 7]_[1, 4, 8]"
6,"[1, 4, 8]","[2, 5, 9]","[1, 4, 8]",schub.strio,schub,.strio,"[4, 1, 0.5]",0,Major,"[2, 5, 9]",1,"[0, 3, 7]","[0, 3, 7]_1_[0, 3, 7]","[1, 4, 8]_[2, 5, 9]"
7,"[2, 5, 9]","[4, 7, 11]","[2, 5, 9]",schub.strio,schub,.strio,"[4, 1, 0.5]",0,Major,"[4, 7, 11]",2,"[0, 3, 7]","[0, 3, 7]_2_[0, 3, 7]","[2, 5, 9]_[4, 7, 11]"
8,"[4, 7, 11]","[5, 9, 0]","[4, 7, 11]",schub.strio,schub,.strio,"[4, 1, 0.5]",0,Major,"[5, 9, 0]",4,"[0, 3, 7]","[0, 3, 7]_1_[0, 4, 7]","[4, 7, 11]_[5, 9, 0]"
9,"[5, 9, 0]","[1, 4, 8]","[5, 9, 0]",schub.strio,schub,.strio,"[4, 1, 0.5]",0,Major,"[1, 4, 8]",5,"[0, 4, 7]","[0, 4, 7]_8_[0, 3, 7]","[5, 9, 0]_[1, 4, 8]"
10,"[1, 4, 8]","[2, 5, 9]","[1, 4, 8]",schub.strio,schub,.strio,"[4, 1, 0.5]",0,Major,"[2, 5, 9]",1,"[0, 3, 7]","[0, 3, 7]_1_[0, 3, 7]","[1, 4, 8]_[2, 5, 9]"
11,"[2, 5, 9]","[4, 7, 11]","[2, 5, 9]",schub.strio,schub,.strio,"[4, 1, 0.5]",0,Major,"[4, 7, 11]",2,"[0, 3, 7]","[0, 3, 7]_2_[0, 3, 7]","[2, 5, 9]_[4, 7, 11]"
12,"[4, 7, 11]","[5, 9, 0]","[4, 7, 11]",schub.strio,schub,.strio,"[4, 1, 0.5]",0,Major,"[5, 9, 0]",4,"[0, 3, 7]","[0, 3, 7]_1_[0, 4, 7]","[4, 7, 11]_[5, 9, 0]"
13,"[5, 9, 0]","[4, 7, 11]","[5, 9, 0]",schub.strio,schub,.strio,"[4, 1, 0.5]",0,Major,"[4, 7, 11]",5,"[0, 4, 7]","[0, 4, 7]_11_[0, 3, 7]","[5, 9, 0]_[4, 7, 11]"
14,"[4, 7, 11]","[5, 9, 0]","[4, 7, 11]",schub.strio,schub,.strio,"[4, 1, 0.5]",0,Major,"[5, 9, 0]",4,"[0, 3, 7]","[0, 3, 7]_1_[0, 4, 7]","[4, 7, 11]_[5, 9, 0]"
15,"[5, 9, 0]","[4, 7, 11]","[5, 9, 0]",schub.strio,schub,.strio,"[4, 1, 0.5]",0,Major,"[4, 7, 11]",5,"[0, 4, 7]","[0, 4, 7]_11_[0, 3, 7]","[5, 9, 0]_[4, 7, 11]"
16,"[4, 7, 11]","[5, 9, 0]","[4, 7, 11]",schub.strio,schub,.strio,"[4, 1, 0.5]",0,Major,"[5, 9, 0]",4,"[0, 3, 7]","[0, 3, 7]_1_[0, 4, 7]","[4, 7, 11]_[5, 9, 0]"
17,"[5, 9, 0]","[6, 9, 0]","[5, 9, 0]",schub.strio,schub,.strio,"[4, 1, 0.5]",0,Major,"[6, 9, 0]",5,"[0, 4, 7]","[0, 4, 7]_1_[0, 3, 6]","[5, 9, 0]_[6, 9, 0]"
18,"[6, 9, 0]","[7, 11, 2]","[6, 9, 0]",schub.strio,schub,.strio,"[4, 1, 0.5]",0,Major,"[7, 11, 2]",6,"[0, 3, 6]","[0, 3, 6]_1_[0, 4, 7]","[6, 9, 0]_[7, 11, 2]"
19,"[7, 11, 2]","[0, 4, 7]","[7, 11, 2]",schub.strio,schub,.strio,"[4, 1, 0.5]",0,Major,"[0, 4, 7]",7,"[0, 4, 7]","[0, 4, 7]_5_[0, 4, 7]","[7, 11, 2]_[0, 4, 7]"
20,"[0, 4, 7]","[0, 1, 2]","[0, 4, 7]",schub.strio,schub,.strio,"[4, 1, 0.5]",0,Major,"[0, 1, 2]",0,"[0, 4, 7]","[0, 4, 7]_0_[0, 1, 2]","[0, 4, 7]_[0, 1, 2]"
21,"[0, 1, 2]","[0, 4, 7]","[0, 1, 2]",schub.strio,schub,.strio,"[4, 1, 0.5]",0,Major,"[0, 4, 7]",0,"[0, 1, 2]","[0, 1, 2]_0_[0, 4, 7]","[0, 1, 2]_[0, 4, 7]"
22,"[0, 4, 7]","[0, 1, 2]","[0, 4, 7]",schub.strio,schub,.strio,"[4, 1, 0.5]",0,Major,"[0, 1, 2]",0,"[0, 4, 7]","[0, 4, 7]_0_[0, 1, 2]","[0, 4, 7]_[0, 1, 2]"
23,"[0, 1, 2]","[0, 4, 7]","[0, 1, 2]",schub.strio,schub,.strio,"[4, 1, 0.5]",0,Major,"[0, 4, 7]",0,"[0, 1, 2]","[0, 1, 2]_0_[0, 4, 7]","[0, 1, 2]_[0, 4, 7]"
24,"[0, 4, 7]",x,"[0, 4, 7]",schub.strio,schub,.strio,"[4, 1, 0.5]",0,Major,x,0,"[0, 4, 7]","[0, 4, 7]_0_[0, 4, 7]","[0, 4, 7]_[0, 4, 7]"
0,"[0, 4, 7]","[7, 11, 2]","[0, 4, 7]",schub.tanze,schub,.tanze,"[4, 1, 0.5]",0,Major,"[7, 11, 2]",0,"[0, 4, 7]","[0, 4, 7]_7_[0, 4, 7]","[0, 4, 7]_[7, 11, 2]"
1,"[7, 11, 2]","[0, 4, 7]","[7, 11, 2]",schub.tanze,schub,.tanze,"[4, 1, 0.5]",0,Major,"[0, 4, 7]",7,"[0, 4, 7]","[0, 4, 7]_5_[0, 4, 7]","[7, 11, 2]_[0, 4, 7]"
2,"[0, 4, 7]","[2, 5, 9]","[0, 4, 7]",schub.tanze,schub,.tanze,"[4, 1, 0.5]",0,Major,"[2, 5, 9]",0,"[0, 4, 7]","[0, 4, 7]_2_[0, 3, 7]","[0, 4, 7]_[2, 5, 9]"
3,"[2, 5, 9]","[7, 11, 2]","[2, 5, 9]",schub.tanze,schub,.tanze,"[4, 1, 0.5]",0,Major,"[7, 11, 2]",2,"[0, 3, 7]","[0, 3, 7]_5_[0, 4, 7]","[2, 5, 9]_[7, 11, 2]"
4,"[7, 11, 2]","[0, 4, 7]","[7, 11, 2]",schub.tanze,schub,.tanze,"[4, 1, 0.5]",0,Major,"[0, 4, 7]",7,"[0, 4, 7]","[0, 4, 7]_5_[0, 4, 7]","[7, 11, 2]_[0, 4, 7]"
5,"[0, 4, 7]","[7, 11, 2]","[0, 4, 7]",schub.tanze,schub,.tanze,"[4, 1, 0.5]",0,Major,"[7, 11, 2]",0,"[0, 4, 7]","[0, 4, 7]_7_[0, 4, 7]","[0, 4, 7]_[7, 11, 2]"
6,"[7, 11, 2]","[0, 4, 7]","[7, 11, 2]",schub.tanze,schub,.tanze,"[4, 1, 0.5]",0,Major,"[0, 4, 7]",7,"[0, 4, 7]","[0, 4, 7]_5_[0, 4, 7]","[7, 11, 2]_[0, 4, 7]"
7,"[0, 4, 7]","[8, 0, 3]","[0, 4, 7]",schub.tanze,schub,.tanze,"[4, 1, 0.5]",0,Major,"[8, 0, 3]",0,"[0, 4, 7]","[0, 4, 7]_8_[0, 4, 7]","[0, 4, 7]_[8, 0, 3]"
8,"[8, 0, 3]","[0, 4, 7]","[8, 0, 3]",schub.tanze,schub,.tanze,"[4, 1, 0.5]",0,Major,"[0, 4, 7]",8,"[0, 4, 7]","[0, 4, 7]_4_[0, 4, 7]","[8, 0, 3]_[0, 4, 7]"
9,"[0, 4, 7]","[7, 11, 2]","[0, 4, 7]",schub.tanze,schub,.tanze,"[4, 1, 0.5]",0,Major,"[7, 11, 2]",0,"[0, 4, 7]","[0, 4, 7]_7_[0, 4, 7]","[0, 4, 7]_[7, 11, 2]"
10,"[7, 11, 2]","[0, 4, 7]","[7, 11, 2]",schub.tanze,schub,.tanze,"[4, 1, 0.5]",0,Major,"[0, 4, 7]",7,"[0, 4, 7]","[0, 4, 7]_5_[0, 4, 7]","[7, 11, 2]_[0, 4, 7]"
11,"[0, 4, 7]","[5, 9, 0]","[0, 4, 7]",schub.tanze,schub,.tanze,"[4, 1, 0.5]",0,Major,"[5, 9, 0]",0,"[0, 4, 7]","[0, 4, 7]_5_[0, 4, 7]","[0, 4, 7]_[5, 9, 0]"
12,"[5, 9, 0]","[0, 4, 7]","[5, 9, 0]",schub.tanze,schub,.tanze,"[4, 1, 0.5]",0,Major,"[0, 4, 7]",5,"[0, 4, 7]","[0, 4, 7]_7_[0, 4, 7]","[5, 9, 0]_[0, 4, 7]"
13,"[0, 4, 7]","[8, 0, 3]","[0, 4, 7]",schub.tanze,schub,.tanze,"[4, 1, 0.5]",0,Major,"[8, 0, 3]",0,"[0, 4, 7]","[0, 4, 7]_8_[0, 4, 7]","[0, 4, 7]_[8, 0, 3]"
14,"[8, 0, 3]","[7, 11, 2]","[8, 0, 3]",schub.tanze,schub,.tanze,"[4, 1, 0.5]",0,Major,"[7, 11, 2]",8,"[0, 4, 7]","[0, 4, 7]_11_[0, 4, 7]","[8, 0, 3]_[7, 11, 2]"
15,"[7, 11, 2]","[0, 4, 7]","[7, 11, 2]",schub.tanze,schub,.tanze,"[4, 1, 0.5]",0,Major,"[0, 4, 7]",7,"[0, 4, 7]","[0, 4, 7]_5_[0, 4, 7]","[7, 11, 2]_[0, 4, 7]"
16,"[0, 4, 7]",x,"[0, 4, 7]",schub.tanze,schub,.tanze,"[4, 1, 0.5]",0,Major,x,0,"[0, 4, 7]","[0, 4, 7]_9_[0, 3, 7]","[0, 4, 7]_[9, 0, 4]"
0,"[9, 0, 4]","[0, 1, 2]","[9, 0, 4]",schum.grenadiere,schum,adiere,"[4, 1, 0.5]",0,Major,"[0, 1, 2]",9,"[0, 3, 7]","[0, 3, 7]_3_[0, 1, 2]","[9, 0, 4]_[0, 1, 2]"
1,"[0, 1, 2]","[7, 11, 2]","[0, 1, 2]",schum.grenadiere,schum,adiere,"[4, 1, 0.5]",0,Major,"[7, 11, 2]",0,"[0, 1, 2]","[0, 1, 2]_7_[0, 4, 7]","[0, 1, 2]_[7, 11, 2]"
2,"[7, 11, 2]","[0, 4, 7]","[7, 11, 2]",schum.grenadiere,schum,adiere,"[4, 1, 0.5]",0,Major,"[0, 4, 7]",7,"[0, 4, 7]","[0, 4, 7]_5_[0, 4, 7]","[7, 11, 2]_[0, 4, 7]"
3,"[0, 4, 7]","[0, 1, 2]","[0, 4, 7]",schum.grenadiere,schum,adiere,"[4, 1, 0.5]",0,Major,"[0, 1, 2]",0,"[0, 4, 7]","[0, 4, 7]_0_[0, 1, 2]","[0, 4, 7]_[0, 1, 2]"
4,"[0, 1, 2]","[7, 11, 2]","[0, 1, 2]",schum.grenadiere,schum,adiere,"[4, 1, 0.5]",0,Major,"[7, 11, 2]",0,"[0, 1, 2]","[0, 1, 2]_7_[0, 4, 7]","[0, 1, 2]_[7, 11, 2]"
5,"[7, 11, 2]","[9, 0, 4]","[7, 11, 2]",schum.grenadiere,schum,adiere,"[4, 1, 0.5]",0,Major,"[9, 0, 4]",7,"[0, 4, 7]","[0, 4, 7]_2_[0, 3, 7]","[7, 11, 2]_[9, 0, 4]"
6,"[9, 0, 4]","[0, 1, 2]","[9, 0, 4]",schum.grenadiere,schum,adiere,"[4, 1, 0.5]",0,Major,"[0, 1, 2]",9,"[0, 3, 7]","[0, 3, 7]_3_[0, 1, 2]","[9, 0, 4]_[0, 1, 2]"
7,"[0, 1, 2]","[7, 11, 2]","[0, 1, 2]",schum.grenadiere,schum,adiere,"[4, 1, 0.5]",0,Major,"[7, 11, 2]",0,"[0, 1, 2]","[0, 1, 2]_7_[0, 4, 7]","[0, 1, 2]_[7, 11, 2]"
8,"[7, 11, 2]","[0, 4, 7]","[7, 11, 2]",schum.grenadiere,schum,adiere,"[4, 1, 0.5]",0,Major,"[0, 4, 7]",7,"[0, 4, 7]","[0, 4, 7]_5_[0, 4, 7]","[7, 11, 2]_[0, 4, 7]"
9,"[0, 4, 7]","[0, 1, 2]","[0, 4, 7]",schum.grenadiere,schum,adiere,"[4, 1, 0.5]",0,Major,"[0, 1, 2]",0,"[0, 4, 7]","[0, 4, 7]_0_[0, 1, 2]","[0, 4, 7]_[0, 1, 2]"
10,"[0, 1, 2]","[7, 11, 2]","[0, 1, 2]",schum.grenadiere,schum,adiere,"[4, 1, 0.5]",0,Major,"[7, 11, 2]",0,"[0, 1, 2]","[0, 1, 2]_7_[0, 4, 7]","[0, 1, 2]_[7, 11, 2]"
11,"[7, 11, 2]",x,"[7, 11, 2]",schum.grenadiere,schum,adiere,"[4, 1, 0.5]",0,Major,x,7,"[0, 4, 7]","[0, 4, 7]_2_[0, 3, 7]","[7, 11, 2]_[9, 0, 4]"
0,"[9, 0, 4]","[2, 5, 9]","[9, 0, 4]",schum.sehnsucht,schum,nsucht,"[4, 1, 0.5]",0,Major,"[2, 5, 9]",9,"[0, 3, 7]","[0, 3, 7]_5_[0, 3, 7]","[9, 0, 4]_[2, 5, 9]"
1,"[2, 5, 9]","[7, 11, 2]","[2, 5, 9]",schum.sehnsucht,schum,nsucht,"[4, 1, 0.5]",0,Major,"[7, 11, 2]",2,"[0, 3, 7]","[0, 3, 7]_5_[0, 4, 7]","[2, 5, 9]_[7, 11, 2]"
2,"[7, 11, 2]","[0, 4, 7]","[7, 11, 2]",schum.sehnsucht,schum,nsucht,"[4, 1, 0.5]",0,Major,"[0, 4, 7]",7,"[0, 4, 7]","[0, 4, 7]_5_[0, 4, 7]","[7, 11, 2]_[0, 4, 7]"
3,"[0, 4, 7]","[7, 11, 2]","[0, 4, 7]",schum.sehnsucht,schum,nsucht,"[4, 1, 0.5]",0,Major,"[7, 11, 2]",0,"[0, 4, 7]","[0, 4, 7]_7_[0, 4, 7]","[0, 4, 7]_[7, 11, 2]"
4,"[7, 11, 2]","[2, 5, 9]","[7, 11, 2]",schum.sehnsucht,schum,nsucht,"[4, 1, 0.5]",0,Major,"[2, 5, 9]",7,"[0, 4, 7]","[0, 4, 7]_7_[0, 3, 7]","[7, 11, 2]_[2, 5, 9]"
5,"[2, 5, 9]","[7, 11, 2]","[2, 5, 9]",schum.sehnsucht,schum,nsucht,"[4, 1, 0.5]",0,Major,"[7, 11, 2]",2,"[0, 3, 7]","[0, 3, 7]_5_[0, 4, 7]","[2, 5, 9]_[7, 11, 2]"
6,"[7, 11, 2]","[2, 5, 9]","[7, 11, 2]",schum.sehnsucht,schum,nsucht,"[4, 1, 0.5]",0,Major,"[2, 5, 9]",7,"[0, 4, 7]","[0, 4, 7]_7_[0, 3, 7]","[7, 11, 2]_[2, 5, 9]"
7,"[2, 5, 9]","[7, 11, 2]","[2, 5, 9]",schum.sehnsucht,schum,nsucht,"[4, 1, 0.5]",0,Major,"[7, 11, 2]",2,"[0, 3, 7]","[0, 3, 7]_5_[0, 4, 7]","[2, 5, 9]_[7, 11, 2]"
8,"[7, 11, 2]","[0, 4, 7]","[7, 11, 2]",schum.sehnsucht,schum,nsucht,"[4, 1, 0.5]",0,Major,"[0, 4, 7]",7,"[0, 4, 7]","[0, 4, 7]_5_[0, 4, 7]","[7, 11, 2]_[0, 4, 7]"
9,"[0, 4, 7]","[4, 7, 11]","[0, 4, 7]",schum.sehnsucht,schum,nsucht,"[4, 1, 0.5]",0,Major,"[4, 7, 11]",0,"[0, 4, 7]","[0, 4, 7]_4_[0, 3, 7]","[0, 4, 7]_[4, 7, 11]"
10,"[4, 7, 11]","[2, 5, 9]","[4, 7, 11]",schum.sehnsucht,schum,nsucht,"[4, 1, 0.5]",0,Major,"[2, 5, 9]",4,"[0, 3, 7]","[0, 3, 7]_10_[0, 3, 7]","[4, 7, 11]_[2, 5, 9]"
11,"[2, 5, 9]","[7, 11, 2]","[2, 5, 9]",schum.sehnsucht,schum,nsucht,"[4, 1, 0.5]",0,Major,"[7, 11, 2]",2,"[0, 3, 7]","[0, 3, 7]_5_[0, 4, 7]","[2, 5, 9]_[7, 11, 2]"
12,"[7, 11, 2]","[0, 4, 7]","[7, 11, 2]",schum.sehnsucht,schum,nsucht,"[4, 1, 0.5]",0,Major,"[0, 4, 7]",7,"[0, 4, 7]","[0, 4, 7]_5_[0, 4, 7]","[7, 11, 2]_[0, 4, 7]"
13,"[0, 4, 7]",x,"[0, 4, 7]",schum.sehnsucht,schum,nsucht,"[4, 1, 0.5]",0,Major,x,0,"[0, 4, 7]","[0, 4, 7]_0_[0, 4, 7]","[0, 4, 7]_[0, 4, 7]"
0,"[0, 4, 7]","[9, 0, 4]","[0, 4, 7]",schum.thranen.,schum,ranen.,"[4, 1, 0.5]",0,Major,"[9, 0, 4]",0,"[0, 4, 7]","[0, 4, 7]_9_[0, 3, 7]","[0, 4, 7]_[9, 0, 4]"
1,"[9, 0, 4]","[0, 4, 7]","[9, 0, 4]",schum.thranen.,schum,ranen.,"[4, 1, 0.5]",0,Major,"[0, 4, 7]",9,"[0, 3, 7]","[0, 3, 7]_3_[0, 4, 7]","[9, 0, 4]_[0, 4, 7]"
2,"[0, 4, 7]","[5, 9, 0]","[0, 4, 7]",schum.thranen.,schum,ranen.,"[4, 1, 0.5]",0,Major,"[5, 9, 0]",0,"[0, 4, 7]","[0, 4, 7]_5_[0, 4, 7]","[0, 4, 7]_[5, 9, 0]"
3,"[5, 9, 0]","[0, 4, 7]","[5, 9, 0]",schum.thranen.,schum,ranen.,"[4, 1, 0.5]",0,Major,"[0, 4, 7]",5,"[0, 4, 7]","[0, 4, 7]_7_[0, 4, 7]","[5, 9, 0]_[0, 4, 7]"
4,"[0, 4, 7]","[7, 11, 2]","[0, 4, 7]",schum.thranen.,schum,ranen.,"[4, 1, 0.5]",0,Major,"[7, 11, 2]",0,"[0, 4, 7]","[0, 4, 7]_7_[0, 4, 7]","[0, 4, 7]_[7, 11, 2]"
5,"[7, 11, 2]","[0, 4, 7]","[7, 11, 2]",schum.thranen.,schum,ranen.,"[4, 1, 0.5]",0,Major,"[0, 4, 7]",7,"[0, 4, 7]","[0, 4, 7]_5_[0, 4, 7]","[7, 11, 2]_[0, 4, 7]"
6,"[0, 4, 7]","[7, 11, 2]","[0, 4, 7]",schum.thranen.,schum,ranen.,"[4, 1, 0.5]",0,Major,"[7, 11, 2]",0,"[0, 4, 7]","[0, 4, 7]_7_[0, 4, 7]","[0, 4, 7]_[7, 11, 2]"
7,"[7, 11, 2]","[0, 4, 7]","[7, 11, 2]",schum.thranen.,schum,ranen.,"[4, 1, 0.5]",0,Major,"[0, 4, 7]",7,"[0, 4, 7]","[0, 4, 7]_5_[0, 4, 7]","[7, 11, 2]_[0, 4, 7]"
8,"[0, 4, 7]","[9, 0, 4]","[0, 4, 7]",schum.thranen.,schum,ranen.,"[4, 1, 0.5]",0,Major,"[9, 0, 4]",0,"[0, 4, 7]","[0, 4, 7]_9_[0, 3, 7]","[0, 4, 7]_[9, 0, 4]"
9,"[9, 0, 4]","[0, 4, 7]","[9, 0, 4]",schum.thranen.,schum,ranen.,"[4, 1, 0.5]",0,Major,"[0, 4, 7]",9,"[0, 3, 7]","[0, 3, 7]_3_[0, 4, 7]","[9, 0, 4]_[0, 4, 7]"
10,"[0, 4, 7]","[5, 9, 0]","[0, 4, 7]",schum.thranen.,schum,ranen.,"[4, 1, 0.5]",0,Major,"[5, 9, 0]",0,"[0, 4, 7]","[0, 4, 7]_5_[0, 4, 7]","[0, 4, 7]_[5, 9, 0]"
11,"[5, 9, 0]","[0, 4, 7]","[5, 9, 0]",schum.thranen.,schum,ranen.,"[4, 1, 0.5]",0,Major,"[0, 4, 7]",5,"[0, 4, 7]","[0, 4, 7]_7_[0, 4, 7]","[5, 9, 0]_[0, 4, 7]"
12,"[0, 4, 7]","[7, 11, 2]","[0, 4, 7]",schum.thranen.,schum,ranen.,"[4, 1, 0.5]",0,Major,"[7, 11, 2]",0,"[0, 4, 7]","[0, 4, 7]_7_[0, 4, 7]","[0, 4, 7]_[7, 11, 2]"
13,"[7, 11, 2]","[0, 4, 7]","[7, 11, 2]",schum.thranen.,schum,ranen.,"[4, 1, 0.5]",0,Major,"[0, 4, 7]",7,"[0, 4, 7]","[0, 4, 7]_5_[0, 4, 7]","[7, 11, 2]_[0, 4, 7]"
14,"[0, 4, 7]","[7, 11, 2]","[0, 4, 7]",schum.thranen.,schum,ranen.,"[4, 1, 0.5]",0,Major,"[7, 11, 2]",0,"[0, 4, 7]","[0, 4, 7]_7_[0, 4, 7]","[0, 4, 7]_[7, 11, 2]"
15,"[7, 11, 2]","[0, 4, 7]","[7, 11, 2]",schum.thranen.,schum,ranen.,"[4, 1, 0.5]",0,Major,"[0, 4, 7]",7,"[0, 4, 7]","[0, 4, 7]_5_[0, 4, 7]","[7, 11, 2]_[0, 4, 7]"
16,"[0, 4, 7]","[7, 11, 2]","[0, 4, 7]",schum.thranen.,schum,ranen.,"[4, 1, 0.5]",0,Major,"[7, 11, 2]",0,"[0, 4, 7]","[0, 4, 7]_7_[0, 4, 7]","[0, 4, 7]_[7, 11, 2]"
17,"[7, 11, 2]","[9, 0, 4]","[7, 11, 2]",schum.thranen.,schum,ranen.,"[4, 1, 0.5]",0,Major,"[9, 0, 4]",7,"[0, 4, 7]","[0, 4, 7]_2_[0, 3, 7]","[7, 11, 2]_[9, 0, 4]"
18,"[9, 0, 4]","[2, 5, 9]","[9, 0, 4]",schum.thranen.,schum,ranen.,"[4, 1, 0.5]",0,Major,"[2, 5, 9]",9,"[0, 3, 7]","[0, 3, 7]_5_[0, 3, 7]","[9, 0, 4]_[2, 5, 9]"
